URS Requirement ID,Priority,Requirement,Acceptance Criteria,Business Process,Epic,Design Component,Design Reference,API,Database Entity,User Story,Test Case ID,Test Type,Test Case,Test Result,Defect Reference,Release Version
BFR-ID-004,P1,The system shall integrate with configurable identity-verification providers.,Provider adapter can be replaced without changing core onboarding workflow.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-004,POST /internal/kyc/verify; GET /api/admin/v1/providers/identity,"identity_evidence(provider_id, provider_reference, outcome, raw_response_ref)",US-ID-004,TC-ID-004-4,Integration,Malformed response handled and alerted,NOT_EXECUTED,,
BFR-ID-004,P1,The system shall integrate with configurable identity-verification providers.,Provider adapter can be replaced without changing core onboarding workflow.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-004,POST /internal/kyc/verify; GET /api/admin/v1/providers/identity,"identity_evidence(provider_id, provider_reference, outcome, raw_response_ref)",US-ID-004,TC-ID-004-5,Security,"Provider credentials resolved from the vault, never from config or code",NOT_EXECUTED,,
BFR-ID-005,P1,Identity verification shall support automated and manual review.,Failed automated result can enter MANUAL_REVIEW.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-005,GET /api/admin/v1/kyc/cases?status=MANUAL_REVIEW; POST /api/admin/v1/kyc/cases/{id}/decision,"kyc_case(decision, decided_by, decided_at), identity_evidence",US-ID-005,TC-ID-005-1,Positive functional,Automated fail creates a manual review case,NOT_EXECUTED,,
BFR-ID-005,P1,Identity verification shall support automated and manual review.,Failed automated result can enter MANUAL_REVIEW.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-005,GET /api/admin/v1/kyc/cases?status=MANUAL_REVIEW; POST /api/admin/v1/kyc/cases/{id}/decision,"kyc_case(decision, decided_by, decided_at), identity_evidence",US-ID-005,TC-ID-005-2,Positive functional,Manual pass assigns the tier and retains the automated result,NOT_EXECUTED,,
BFR-ID-005,P1,Identity verification shall support automated and manual review.,Failed automated result can enter MANUAL_REVIEW.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-005,GET /api/admin/v1/kyc/cases?status=MANUAL_REVIEW; POST /api/admin/v1/kyc/cases/{id}/decision,"kyc_case(decision, decided_by, decided_at), identity_evidence",US-ID-005,TC-ID-005-3,Negative functional,Decision without reason rejected,NOT_EXECUTED,,
BFR-ID-005,P1,Identity verification shall support automated and manual review.,Failed automated result can enter MANUAL_REVIEW.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-005,GET /api/admin/v1/kyc/cases?status=MANUAL_REVIEW; POST /api/admin/v1/kyc/cases/{id}/decision,"kyc_case(decision, decided_by, decided_at), identity_evidence",US-ID-005,TC-ID-005-4,Permissions,Self-review refused,NOT_EXECUTED,,
BFR-ID-005,P1,Identity verification shall support automated and manual review.,Failed automated result can enter MANUAL_REVIEW.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-005,GET /api/admin/v1/kyc/cases?status=MANUAL_REVIEW; POST /api/admin/v1/kyc/cases/{id}/decision,"kyc_case(decision, decided_by, decided_at), identity_evidence",US-ID-005,TC-ID-005-5,Audit verification,"Reviewer, reason and evidence access audited",NOT_EXECUTED,,
BFR-ID-006,P1,The system shall support configurable KYC tiers.,Tier rules can be configured without code changes.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-006,GET /api/v1/kyc/tiers; GET /api/v1/customers/me/tier; POST /api/admin/v1/kyc/tiers,tier definitions in config_version; customer.kyc_tier,US-ID-006,TC-ID-006-1,Positive functional,New tier rule applied without a deployment,NOT_EXECUTED,,
BFR-ID-006,P1,The system shall support configurable KYC tiers.,Tier rules can be configured without code changes.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-006,GET /api/v1/kyc/tiers; GET /api/v1/customers/me/tier; POST /api/admin/v1/kyc/tiers,tier definitions in config_version; customer.kyc_tier,US-ID-006,TC-ID-006-2,Positive functional,Customer assigned the highest satisfied tier,NOT_EXECUTED,,
BFR-ID-006,P1,The system shall support configurable KYC tiers.,Tier rules can be configured without code changes.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-006,GET /api/v1/kyc/tiers; GET /api/v1/customers/me/tier; POST /api/admin/v1/kyc/tiers,tier definitions in config_version; customer.kyc_tier,US-ID-006,TC-ID-006-3,Negative functional,Tier change does not retroactively alter past transactions,NOT_EXECUTED,,
BFR-ID-006,P1,The system shall support configurable KYC tiers.,Tier rules can be configured without code changes.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-006,GET /api/v1/kyc/tiers; GET /api/v1/customers/me/tier; POST /api/admin/v1/kyc/tiers,tier definitions in config_version; customer.kyc_tier,US-ID-006,TC-ID-006-4,Permissions,Tier definition change requires approval,NOT_EXECUTED,,
BFR-ID-006,P1,The system shall support configurable KYC tiers.,Tier rules can be configured without code changes.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-006,GET /api/v1/kyc/tiers; GET /api/v1/customers/me/tier; POST /api/admin/v1/kyc/tiers,tier definitions in config_version; customer.kyc_tier,US-ID-006,TC-ID-006-5,Error handling,Placeholder tier values fail the pre-production gate,NOT_EXECUTED,,
BFR-ID-007,P1,Transaction privileges shall depend on KYC status.,Unverified customer cannot perform restricted transactions.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-007,"(no new endpoint) enforced on all of /api/v1/payments, /transfers, /savings, /circles/*/contributions, /capital/*.","customer.kyc_tier, customer.kyc_status, product required_tier",US-ID-007,TC-ID-007-1,Negative functional,Unverified customer refused on every restricted endpoint,NOT_EXECUTED,,
BFR-ID-007,P1,Transaction privileges shall depend on KYC status.,Unverified customer cannot perform restricted transactions.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-007,"(no new endpoint) enforced on all of /api/v1/payments, /transfers, /savings, /circles/*/contributions, /capital/*.","customer.kyc_tier, customer.kyc_status, product required_tier",US-ID-007,TC-ID-007-2,Positive functional,Verified customer at the required tier succeeds,NOT_EXECUTED,,
BFR-ID-007,P1,Transaction privileges shall depend on KYC status.,Unverified customer cannot perform restricted transactions.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-007,"(no new endpoint) enforced on all of /api/v1/payments, /transfers, /savings, /circles/*/contributions, /capital/*.","customer.kyc_tier, customer.kyc_status, product required_tier",US-ID-007,TC-ID-007-3,Security,Forged tier claim in a token is ignored,NOT_EXECUTED,,
BFR-ID-007,P1,Transaction privileges shall depend on KYC status.,Unverified customer cannot perform restricted transactions.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-007,"(no new endpoint) enforced on all of /api/v1/payments, /transfers, /savings, /circles/*/contributions, /capital/*.","customer.kyc_tier, customer.kyc_status, product required_tier",US-ID-007,TC-ID-007-4,Negative functional,Expired KYC blocks restricted actions,NOT_EXECUTED,,
BFR-ID-007,P1,Transaction privileges shall depend on KYC status.,Unverified customer cannot perform restricted transactions.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-007,"(no new endpoint) enforced on all of /api/v1/payments, /transfers, /savings, /circles/*/contributions, /capital/*.","customer.kyc_tier, customer.kyc_status, product required_tier",US-ID-007,TC-ID-007-5,API contract,Error names the required tier and upgrade path,NOT_EXECUTED,,
BFR-ID-008,P1,Duplicate identity detection shall be performed.,Potential duplicate creates review case rather than second unrestricted identity.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-008,POST /internal/kyc/duplicate-check; GET /api/admin/v1/kyc/duplicates; POST /api/admin/v1/kyc/duplicates/{id}/decision,"kyc_case.duplicate_of_customer_id, identity_document.document_number_hash",US-ID-008,TC-ID-008-1,Positive functional,Matching document creates a review case,NOT_EXECUTED,,
BFR-ID-008,P1,Duplicate identity detection shall be performed.,Potential duplicate creates review case rather than second unrestricted identity.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-008,POST /internal/kyc/duplicate-check; GET /api/admin/v1/kyc/duplicates; POST /api/admin/v1/kyc/duplicates/{id}/decision,"kyc_case.duplicate_of_customer_id, identity_document.document_number_hash",US-ID-008,TC-ID-008-2,Negative functional,No second unrestricted identity exists during review,NOT_EXECUTED,,
BFR-ID-008,P1,Duplicate identity detection shall be performed.,Potential duplicate creates review case rather than second unrestricted identity.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-008,POST /internal/kyc/duplicate-check; GET /api/admin/v1/kyc/duplicates; POST /api/admin/v1/kyc/duplicates/{id}/decision,"kyc_case.duplicate_of_customer_id, identity_document.document_number_hash",US-ID-008,TC-ID-008-3,Security,Matching works without plaintext document numbers,NOT_EXECUTED,,
BFR-ID-008,P1,Duplicate identity detection shall be performed.,Potential duplicate creates review case rather than second unrestricted identity.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-008,POST /internal/kyc/duplicate-check; GET /api/admin/v1/kyc/duplicates; POST /api/admin/v1/kyc/duplicates/{id}/decision,"kyc_case.duplicate_of_customer_id, identity_document.document_number_hash",US-ID-008,TC-ID-008-4,Security,Customer is not told whose record matched,NOT_EXECUTED,,
BFR-ID-008,P1,Duplicate identity detection shall be performed.,Potential duplicate creates review case rather than second unrestricted identity.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-008,POST /internal/kyc/duplicate-check; GET /api/admin/v1/kyc/duplicates; POST /api/admin/v1/kyc/duplicates/{id}/decision,"kyc_case.duplicate_of_customer_id, identity_document.document_number_hash",US-ID-008,TC-ID-008-5,Audit verification,Decision and reason audited,NOT_EXECUTED,,
BFR-ID-009,P1,Identity evidence shall retain verification provenance.,"Provider, timestamp, outcome and reference are stored.",Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-009,GET /api/admin/v1/kyc/cases/{id}/evidence,identity_evidence (append-only),US-ID-009,TC-ID-009-1,Positive functional,Evidence recorded for a successful check,NOT_EXECUTED,,
BFR-ID-009,P1,Identity evidence shall retain verification provenance.,"Provider, timestamp, outcome and reference are stored.",Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-009,GET /api/admin/v1/kyc/cases/{id}/evidence,identity_evidence (append-only),US-ID-009,TC-ID-009-2,Positive functional,Evidence recorded for failures and errors too,NOT_EXECUTED,,
BFR-ID-009,P1,Identity evidence shall retain verification provenance.,"Provider, timestamp, outcome and reference are stored.",Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-009,GET /api/admin/v1/kyc/cases/{id}/evidence,identity_evidence (append-only),US-ID-009,TC-ID-009-3,Security,Evidence rows cannot be modified,NOT_EXECUTED,,
BFR-ID-009,P1,Identity evidence shall retain verification provenance.,"Provider, timestamp, outcome and reference are stored.",Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-009,GET /api/admin/v1/kyc/cases/{id}/evidence,identity_evidence (append-only),US-ID-009,TC-ID-009-4,Permissions,Raw response access restricted and audited,NOT_EXECUTED,,
BFR-ID-009,P1,Identity evidence shall retain verification provenance.,"Provider, timestamp, outcome and reference are stored.",Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-009,GET /api/admin/v1/kyc/cases/{id}/evidence,identity_evidence (append-only),US-ID-009,TC-ID-009-5,Error handling,Evidence write failure prevents applying the result,NOT_EXECUTED,,
BFR-ID-010,P1,Expired identity information shall trigger review.,Customer is notified and configured restrictions apply where required.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-010,GET /api/v1/customers/me/kyc/status; POST /api/v1/kyc/reverify,"identity_document.expiry_date, customer.kyc_status, customer_status_history",US-ID-010,TC-ID-010-1,Positive functional,Advance notice sent within the configured window,NOT_EXECUTED,,
BFR-ID-010,P1,Expired identity information shall trigger review.,Customer is notified and configured restrictions apply where required.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-010,GET /api/v1/customers/me/kyc/status; POST /api/v1/kyc/reverify,"identity_document.expiry_date, customer.kyc_status, customer_status_history",US-ID-010,TC-ID-010-2,Positive functional,Expiry applies the configured restriction,NOT_EXECUTED,,
BFR-ID-010,P1,Expired identity information shall trigger review.,Customer is notified and configured restrictions apply where required.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-010,GET /api/v1/customers/me/kyc/status; POST /api/v1/kyc/reverify,"identity_document.expiry_date, customer.kyc_status, customer_status_history",US-ID-010,TC-ID-010-3,Positive functional,Re-verification restores tier automatically,NOT_EXECUTED,,
BFR-ID-010,P1,Expired identity information shall trigger review.,Customer is notified and configured restrictions apply where required.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-010,GET /api/v1/customers/me/kyc/status; POST /api/v1/kyc/reverify,"identity_document.expiry_date, customer.kyc_status, customer_status_history",US-ID-010,TC-ID-010-4,Negative functional,Expiry notice cannot be suppressed by marketing opt-out,NOT_EXECUTED,,
BFR-ID-010,P1,Expired identity information shall trigger review.,Customer is notified and configured restrictions apply where required.,Identity and KYC,EPIC-ID,Identity & Access (`identity-svc`),05-fds/domain-03-identity-kyc.md#bfr-id-010,GET /api/v1/customers/me/kyc/status; POST /api/v1/kyc/reverify,"identity_document.expiry_date, customer.kyc_status, customer_status_history",US-ID-010,TC-ID-010-5,Audit verification,Automatic status change audited with rule reference,NOT_EXECUTED,,
BFR-CON-001,P1,Consent shall be explicit for optional data sharing.,No optional external sharing occurs without recorded customer action.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-001,POST /api/v1/consents; GET /api/v1/consents/{id},"consent, consent_scope, consent.evidence_ref",US-CON-001,TC-CON-001-1,Positive functional,Consent grant enables the scoped access,NOT_EXECUTED,,
BFR-CON-001,P1,Consent shall be explicit for optional data sharing.,No optional external sharing occurs without recorded customer action.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-001,POST /api/v1/consents; GET /api/v1/consents/{id},"consent, consent_scope, consent.evidence_ref",US-CON-001,TC-CON-001-2,Negative functional,Access without consent refused and audited,NOT_EXECUTED,,
BFR-CON-001,P1,Consent shall be explicit for optional data sharing.,No optional external sharing occurs without recorded customer action.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-001,POST /api/v1/consents; GET /api/v1/consents/{id},"consent, consent_scope, consent.evidence_ref",US-CON-001,TC-CON-001-3,Negative functional,Access beyond granted scope refused,NOT_EXECUTED,,
BFR-CON-001,P1,Consent shall be explicit for optional data sharing.,No optional external sharing occurs without recorded customer action.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-001,POST /api/v1/consents; GET /api/v1/consents/{id},"consent, consent_scope, consent.evidence_ref",US-CON-001,TC-CON-001-4,Security,No code path reads financial data without a consent reference,NOT_EXECUTED,,
BFR-CON-001,P1,Consent shall be explicit for optional data sharing.,No optional external sharing occurs without recorded customer action.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-001,POST /api/v1/consents; GET /api/v1/consents/{id},"consent, consent_scope, consent.evidence_ref",US-CON-001,TC-CON-001-5,Audit verification,Grant records terms version and capture channel,NOT_EXECUTED,,
BFR-CON-002,P1,Consent shall identify data categories.,Consent screen lists specific data scopes before approval.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-002,GET /api/v1/consent-scopes; POST /api/v1/consents,"consent_scope(data_category, included)",US-CON-002,TC-CON-002-1,Positive functional,All requested scopes displayed before approval,NOT_EXECUTED,,
BFR-CON-002,P1,Consent shall identify data categories.,Consent screen lists specific data scopes before approval.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-002,GET /api/v1/consent-scopes; POST /api/v1/consents,"consent_scope(data_category, included)",US-CON-002,TC-CON-002-2,Positive functional,Optional scope can be excluded and the flow still works,NOT_EXECUTED,,
BFR-CON-002,P1,Consent shall identify data categories.,Consent screen lists specific data scopes before approval.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-002,GET /api/v1/consent-scopes; POST /api/v1/consents,"consent_scope(data_category, included)",US-CON-002,TC-CON-002-3,Negative functional,Unknown scope rejected,NOT_EXECUTED,,
BFR-CON-002,P1,Consent shall identify data categories.,Consent screen lists specific data scopes before approval.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-002,GET /api/v1/consent-scopes; POST /api/v1/consents,"consent_scope(data_category, included)",US-CON-002,TC-CON-002-4,Positive functional,"Descriptions render in rw, en and fr",NOT_EXECUTED,,
BFR-CON-003,P1,Consent shall identify purpose.,Purpose is displayed and persisted with consent record.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-003,POST /api/v1/consents; GET /api/v1/consents/{id},"consent.purpose_code, consent.purpose_text_key",US-CON-003,TC-CON-003-1,Positive functional,Purpose displayed and persisted,NOT_EXECUTED,,
BFR-CON-003,P1,Consent shall identify purpose.,Purpose is displayed and persisted with consent record.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-003,POST /api/v1/consents; GET /api/v1/consents/{id},"consent.purpose_code, consent.purpose_text_key",US-CON-003,TC-CON-003-2,Negative functional,Use for a different purpose refused,NOT_EXECUTED,,
BFR-CON-003,P1,Consent shall identify purpose.,Purpose is displayed and persisted with consent record.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-003,POST /api/v1/consents; GET /api/v1/consents/{id},"consent.purpose_code, consent.purpose_text_key",US-CON-003,TC-CON-003-3,Positive functional,Original purpose text preserved after a catalogue reword,NOT_EXECUTED,,
BFR-CON-003,P1,Consent shall identify purpose.,Purpose is displayed and persisted with consent record.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-003,POST /api/v1/consents; GET /api/v1/consents/{id},"consent.purpose_code, consent.purpose_text_key",US-CON-003,TC-CON-003-4,Audit verification,Purpose mismatch audited,NOT_EXECUTED,,
BFR-CON-004,P1,Consent shall record duration.,Start and expiry timestamps are retained.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-004,POST /api/v1/consents,"consent.granted_at, consent.expires_at, consent.status",US-CON-004,TC-CON-004-1,Positive functional,Start and expiry stored and displayed,NOT_EXECUTED,,
BFR-CON-004,P1,Consent shall record duration.,Start and expiry timestamps are retained.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-004,POST /api/v1/consents,"consent.granted_at, consent.expires_at, consent.status",US-CON-004,TC-CON-004-2,Negative functional,Use after expiry refused at use time,NOT_EXECUTED,,
BFR-CON-004,P1,Consent shall record duration.,Start and expiry timestamps are retained.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-004,POST /api/v1/consents,"consent.granted_at, consent.expires_at, consent.status",US-CON-004,TC-CON-004-3,Negative functional,Duration beyond configured maximum refused,NOT_EXECUTED,,
BFR-CON-004,P1,Consent shall record duration.,Start and expiry timestamps are retained.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-004,POST /api/v1/consents,"consent.granted_at, consent.expires_at, consent.status",US-CON-004,TC-CON-004-4,Positive functional,"Renewal creates a new record, old one retained",NOT_EXECUTED,,
BFR-CON-005,P1,Customers shall revoke consent.,Future collection stops after successful revocation.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-005,POST /api/v1/consents/{id}/revoke; GET /api/v1/consents?status=ACTIVE,"consent.revoked_at, consent.status = REVOKED",US-CON-005,TC-CON-005-1,Positive functional,Revocation stops future syncs,NOT_EXECUTED,,
BFR-CON-005,P1,Customers shall revoke consent.,Future collection stops after successful revocation.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-005,POST /api/v1/consents/{id}/revoke; GET /api/v1/consents?status=ACTIVE,"consent.revoked_at, consent.status = REVOKED",US-CON-005,TC-CON-005-2,Positive functional,Dependent Passport shares revoked in the same operation,NOT_EXECUTED,,
BFR-CON-005,P1,Customers shall revoke consent.,Future collection stops after successful revocation.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-005,POST /api/v1/consents/{id}/revoke; GET /api/v1/consents?status=ACTIVE,"consent.revoked_at, consent.status = REVOKED",US-CON-005,TC-CON-005-3,Idempotency,Repeat revocation is idempotent,NOT_EXECUTED,,
BFR-CON-005,P1,Customers shall revoke consent.,Future collection stops after successful revocation.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-005,POST /api/v1/consents/{id}/revoke; GET /api/v1/consents?status=ACTIVE,"consent.revoked_at, consent.status = REVOKED",US-CON-005,TC-CON-005-4,Concurrency,"In-flight sync cancelled, partial data discarded",NOT_EXECUTED,,
BFR-CON-005,P1,Customers shall revoke consent.,Future collection stops after successful revocation.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-005,POST /api/v1/consents/{id}/revoke; GET /api/v1/consents?status=ACTIVE,"consent.revoked_at, consent.status = REVOKED",US-CON-005,TC-CON-005-5,Audit verification,Revocation and cascade audited,NOT_EXECUTED,,
BFR-CON-006,P1,Revocation shall not delete legally retained records automatically.,System differentiates retention obligations from future processing permission.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-006,GET /api/v1/consents/{id}/effects,consent.status (permission) vs retention_policy (obligation) — two separate mechanisms.,US-CON-006,TC-CON-006-1,Positive functional,Revocation stops processing; retained records survive,NOT_EXECUTED,,
BFR-CON-006,P1,Revocation shall not delete legally retained records automatically.,System differentiates retention obligations from future processing permission.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-006,GET /api/v1/consents/{id}/effects,consent.status (permission) vs retention_policy (obligation) — two separate mechanisms.,US-CON-006,TC-CON-006-2,Negative functional,"Revocation does not delete transactions, audit or AML records",NOT_EXECUTED,,
BFR-CON-006,P1,Revocation shall not delete legally retained records automatically.,System differentiates retention obligations from future processing permission.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-006,GET /api/v1/consents/{id}/effects,consent.status (permission) vs retention_policy (obligation) — two separate mechanisms.,US-CON-006,TC-CON-006-3,Positive functional,Customer sees what is retained and why,NOT_EXECUTED,,
BFR-CON-006,P1,Revocation shall not delete legally retained records automatically.,System differentiates retention obligations from future processing permission.,Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-006,GET /api/v1/consents/{id}/effects,consent.status (permission) vs retention_policy (obligation) — two separate mechanisms.,US-CON-006,TC-CON-006-4,Audit verification,Retention determination recorded,NOT_EXECUTED,,
BFR-CON-007,P1,Customers shall view active consent.,"Dashboard displays provider, purpose, scope and expiry.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-007,GET /api/v1/consents?status=ACTIVE,"consent, consent_scope, partner",US-CON-007,TC-CON-007-1,Positive functional,All active consents listed with full detail,NOT_EXECUTED,,
BFR-CON-007,P1,Customers shall view active consent.,"Dashboard displays provider, purpose, scope and expiry.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-007,GET /api/v1/consents?status=ACTIVE,"consent, consent_scope, partner",US-CON-007,TC-CON-007-2,Permissions,A customer sees only their own consents,NOT_EXECUTED,,
BFR-CON-007,P1,Customers shall view active consent.,"Dashboard displays provider, purpose, scope and expiry.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-007,GET /api/v1/consents?status=ACTIVE,"consent, consent_scope, partner",US-CON-007,TC-CON-007-3,Positive functional,"Offboarded recipient still displayed, marked inactive",NOT_EXECUTED,,
BFR-CON-007,P1,Customers shall view active consent.,"Dashboard displays provider, purpose, scope and expiry.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-007,GET /api/v1/consents?status=ACTIVE,"consent, consent_scope, partner",US-CON-007,TC-CON-007-4,API contract,Payload small enough for the low-bandwidth profile,NOT_EXECUTED,,
BFR-CON-008,P2,Customers shall view historical consent.,"Granted, expired and revoked consent records remain viewable where appropriate.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-008,"GET /api/v1/consents?status=EXPIRED,REVOKED,SUPERSEDED&from=&to=",consent (all statuses retained),US-CON-008,TC-CON-008-1,Positive functional,"Expired, revoked and superseded consents all visible",NOT_EXECUTED,,
BFR-CON-008,P2,Customers shall view historical consent.,"Granted, expired and revoked consent records remain viewable where appropriate.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-008,"GET /api/v1/consents?status=EXPIRED,REVOKED,SUPERSEDED&from=&to=",consent (all statuses retained),US-CON-008,TC-CON-008-2,Positive functional,Reason for ending shown,NOT_EXECUTED,,
BFR-CON-008,P2,Customers shall view historical consent.,"Granted, expired and revoked consent records remain viewable where appropriate.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-008,"GET /api/v1/consents?status=EXPIRED,REVOKED,SUPERSEDED&from=&to=",consent (all statuses retained),US-CON-008,TC-CON-008-3,Security,History is read-only,NOT_EXECUTED,,
BFR-CON-008,P2,Customers shall view historical consent.,"Granted, expired and revoked consent records remain viewable where appropriate.",Consent and privacy,EPIC-CON,Consent (`consent-svc`),05-fds/domain-04-consent-privacy.md#bfr-con-008,"GET /api/v1/consents?status=EXPIRED,REVOKED,SUPERSEDED&from=&to=",consent (all statuses retained),US-CON-008,TC-CON-008-4,Permissions,Only the owning customer can view,NOT_EXECUTED,,
